"names","vals"
"Intercept",-21.8662943451169
"y",0.529157744487748
"V1",0.566267535090446
"V2",0.388559611048549
"V3",0.860424389597028
"V4",0.218246506992728
"V5",0.369349303655326
"V6",0.536395946284756
"V7",0.648725311737508
"V8",0.581834343262017
"V9",0.965159099083394
"V10",4.10926185548306
"V11",3.06923652533442
"V12",1.29419498797506
"V13",2.88826918881387
"V14",1.03705119434744
"V15",1.95566781237721
"V16",2.10755190532655
"V17",2.45776420459151
"V18",3.90489481575787
"V19",2.81723388843238
