"names","vals"
"Intercept",-97.0112719356518
"y",0.928024682682008
"V1",0.398767862701789
"V2",0.243078753584996
"V3",0.947098909178749
"V4",0.191751557635143
"V5",0.829379193484783
"V6",0.601404135581106
"V7",0.1950042641256
"V8",0.283586690202355
"V9",0.589358316967264
"V10",0.305406262166798
"V11",0.835714338812977
"V12",0.0577698259148747
"V13",0.400419698329642
"V14",0.690911232493818
"V15",0.498714285204187
"V16",0.884521415224299
"V17",0.369113263208419
"V18",0.902562852250412
"V19",0.806477461243048
"V20",0.0190707903821021
"V21",0.216944416053593
"V22",0.69090373814106
"V23",0.924248519353569
"V24",0.736642764182761
"V25",0.55933873844333
"V26",0.963363138027489
"V27",0.11681477422826
"V28",0.736105198971927
"V29",0.111671669408679
"V30",0.526792361401021
"V31",0.548365495633334
"V32",0.514156423741952
"V33",0.901860297424719
"V34",0.468374812509865
"V35",0.615426962031052
"V36",0.967027419945225
"V37",0.872520057484508
"V38",0.963043561438099
"V39",0.193908869056031
"V40",0.336140600964427
"V41",0.823688792763278
"V42",0.871864520478994
"V43",0.945750662125647
"V44",0.540884537389502
"V45",0.109110182384029
"V46",0.240522810257971
"V47",0.960701293777674
"V48",0.974706045584753
"V49",0.137769001768902
"V50",4.87552881240845
"V51",2.36395564023405
"V52",3.48360467329621
"V53",1.71161625068635
"V54",3.87045232579112
"V55",1.7814667718485
"V56",2.34881238825619
"V57",4.85488874092698
"V58",2.4969218512997
"V59",2.15022335574031
"V60",2.45687712635845
"V61",2.96596978791058
"V62",2.50607952848077
"V63",4.04147871490568
"V64",1.51534862909466
"V65",3.76004023849964
"V66",4.01103986799717
"V67",3.51454219128937
"V68",1.99073805846274
"V69",3.45107566658407
"V70",2.45660586562008
"V71",3.76549714803696
"V72",1.50512621644884
"V73",1.65881716925651
"V74",1.20964390039444
"V75",2.60874556843191
"V76",1.7806407045573
"V77",2.36673160549253
"V78",1.76395547389984
"V79",1.35931038763374
"V80",3.46494031976908
"V81",1.5827817376703
"V82",4.09944718610495
"V83",4.22937043011189
"V84",4.52268492337316
"V85",1.79948805551976
"V86",1.04535038862377
"V87",3.50013595074415
"V88",2.55964344367385
"V89",1.97776995040476
"V90",4.55615166202188
"V91",4.91577579360455
"V92",3.21412714384496
"V93",4.86904922034591
"V94",2.48273520637304
"V95",3.71991667058319
"V96",4.74405436869711
"V97",2.4370124945417
"V98",4.11171153560281
"V99",1.98888641875237
