"names","vals"
"Intercept",-15.8123283637525
"y",0.265275550307706
"V1",0.0147937021683902
"V2",0.566990935476497
"V3",0.456122820032761
"V4",0.68866985058412
"V5",0.255649128928781
"V6",0.927089666482061
"V7",0.872921039350331
"V8",0.706541461404413
"V9",0.862566359806806
"V10",1.27660592459142
"V11",1.94273244775832
"V12",2.06391150597483
"V13",3.07108355034143
"V14",2.12646584026515
"V15",4.14791215676814
"V16",4.77786342054605
"V17",3.38299526553601
"V18",3.80254540219903
"V19",1.47260932996869
