"names","vals"
"Intercept",-28.1292133910975
"y",0.235327611211687
"V1",0.148809596896172
"V2",0.69663032121025
"V3",0.0548905218020082
"V4",0.862074935575947
"V5",0.979945954401046
"V6",0.648791327374056
"V7",0.0698314481414855
"V8",0.992623303551227
"V9",0.371956185204908
"V10",2.9746425151825
"V11",3.00383152812719
"V12",3.85929350368679
"V13",1.29402388911694
"V14",4.70073292776942
"V15",4.61858576070517
"V16",4.06112644355744
"V17",4.74451066646725
"V18",4.99577196128666
"V19",2.78994343150407
