"names","vals"
"Intercept",-10.5587989843425
"y",0.587150990962982
"V1",0.533791161607951
"V2",0.266028703888878
"V3",0.0346614469308406
"V4",0.854109037434682
"V5",0.631350334966555
"V6",0.690959627507254
"V7",0.941045285668224
"V8",0.676144927507266
"V9",0.660471349023283
"V10",1.92719781864434
"V11",1.76985240355134
"V12",1.19811636861414
"V13",3.34426944702864
"V14",1.82540862634778
"V15",3.38956376258284
"V16",3.90587573684752
"V17",1.98274697549641
"V18",3.98096575774252
"V19",1.66395175457001
