"names","vals"
"Intercept",-18.9600105079804
"y",0.31059825536795
"V1",0.706699351780117
"V2",0.859960972564295
"V3",0.645748060196638
"V4",0.412877551279962
"V5",0.012299950234592
"V6",0.0466170846484601
"V7",0.241664411965758
"V8",0.980048863217235
"V9",0.98891840944998
"V10",1.51664261054248
"V11",1.70734815578908
"V12",1.78243828378618
"V13",4.05583553574979
"V14",1.505336063914
"V15",2.06373206339777
"V16",2.65600456111133
"V17",1.96668180543929
"V18",2.10503420513123
"V19",2.58352437801659
