"names","vals"
"Intercept",-91.1837388167537
"y",0.283762208418921
"V1",0.23207127628848
"V2",0.309183088829741
"V3",0.851314431522042
"V4",0.467443896457553
"V5",0.926453200401738
"V6",0.884684493299574
"V7",0.13356072944589
"V8",0.944511571899056
"V9",0.927706817863509
"V10",0.756789996055886
"V11",0.304112483048812
"V12",0.440257186302915
"V13",0.587323000887409
"V14",0.409335429547355
"V15",0.180662185885012
"V16",0.742971567204222
"V17",0.086525022983551
"V18",0.323876638431102
"V19",0.592198564438149
"V20",0.147182913729921
"V21",0.537018388742581
"V22",0.289814857300371
"V23",0.0795315196737647
"V24",0.165358250262216
"V25",0.819455716293305
"V26",0.54524120525457
"V27",0.632745382841676
"V28",0.853183155879378
"V29",0.242546052671969
"V30",0.551378236617893
"V31",0.913905564928427
"V32",0.686048361705616
"V33",0.285009149927646
"V34",0.841910203453153
"V35",0.316825543530285
"V36",0.892296410398558
"V37",0.859379011206329
"V38",0.250544455600902
"V39",0.557612402597442
"V40",0.917452757712454
"V41",0.845651490380988
"V42",0.269617305602878
"V43",0.588161210063845
"V44",0.150503874756396
"V45",0.806605820776895
"V46",0.458962275646627
"V47",0.527563981479034
"V48",0.554687466938049
"V49",0.307190223131329
"V50",3.6189326364547
"V51",4.7115590814501
"V52",3.95924324169755
"V53",4.46302714571357
"V54",1.39954682812095
"V55",2.53771612420678
"V56",2.15736881271005
"V57",4.02593138068914
"V58",1.98067868314683
"V59",2.23189132288098
"V60",3.21800049487501
"V61",1.9672428118065
"V62",4.08030285965651
"V63",4.18281802907586
"V64",2.58734141662717
"V65",1.9886813685298
"V66",2.17860793694854
"V67",1.47837414778769
"V68",3.59639407321811
"V69",2.17538681440055
"V70",4.25828510243446
"V71",4.25240539666265
"V72",3.19033923652023
"V73",2.94673746451735
"V74",4.72134457807988
"V75",2.72553736437112
"V76",1.62895049061626
"V77",4.09071408398449
"V78",1.18623419199139
"V79",1.5152434790507
"V80",3.31228660140187
"V81",4.33876475133002
"V82",4.15208806749433
"V83",1.78083091322333
"V84",2.07171855308115
"V85",2.41542166285217
"V86",4.39654240664095
"V87",2.9621155699715
"V88",2.27583072334528
"V89",3.48203853704035
"V90",1.68677003588527
"V91",2.21234128810465
"V92",1.30182841047645
"V93",4.1861576307565
"V94",1.02168257813901
"V95",2.71679038181901
"V96",3.55773561540991
"V97",2.59414254967123
"V98",2.66209091152996
"V99",1.1337020965293
