"names","vals"
"Intercept",-22.9549786465212
"y",0.748903626110405
"V1",0.406416744925082
"V2",0.744145658565685
"V3",0.115178301697597
"V4",0.250816380372271
"V5",0.0454391881357878
"V6",0.90294009889476
"V7",0.64841894689016
"V8",0.841074089286849
"V9",0.801575531251729
"V10",0.124304602155462
"V11",0.614266683347523
"V12",0.684115641284734
"V13",0.948343557072803
"V14",0.887985452543944
"V15",0.525885976850986
"V16",0.0707270780112594
"V17",0.33367385994643
"V18",0.5129474401474
"V19",0.0421930907759815
"V20",0.375860394677147
"V21",0.374431580305099
"V22",0.234165742993355
"V23",1.90134252537973
"V24",2.50752287684008
"V25",0.673395583871752
"V26",4.27118336083367
"V27",3.73851929442026
"V28",0.653512633871287
"V29",0.382672486593947
"V30",0.712551707401872
"V31",2.91895650094375
"V32",4.84557838062756
"V33",0.952182876644656
"V34",2.17447430593893
"V35",4.02289815945551
"V36",4.88493941142224
"V37",1.09255205607042
"V38",2.99360360135324
"V39",3.02844094345346
"V40",2.39822587114759
