"names","vals"
"Intercept",-0.370603978184471
"V1",3.93298881500959
"V2",2.12646234966815
"V3",4.68169740028679
"V4",2.42627093475312
"V5",2.59293648041785
"V6",3.31871110294014
"V7",1.75151792075485
"V8",3.20383424498141
"V9",1.91389198228717
"V10",2.05180573556572
"V11",3.34344302304089
"V12",4.02720635104924
"V13",3.17005104664713
"V14",4.5515677779913
"V15",2.99738285504282
"V16",1.04064109828323
"V17",2.15407065022737
"V18",4.30779433902353
"V19",1.63733676075935
"V20",4.74631215911359
"V21",1.96270442847162
"V22",3.59835715126246
"V23",2.18051589559764
"V24",1.34478286933154
"V25",4.10884367581457
"V26",4.25932474341244
"V27",3.61946498509496
"V28",2.0284309098497
"V29",3.64582726545632
"V30",2.73238119110465
"V31",2.74202283285558
"V32",4.49685121979564
"V33",1.87155607994646
"V34",2.96140426583588
"V35",1.06441901158541
"V36",4.48072954826057
"V37",1.45422506798059
"V38",4.41271847300231
"V39",4.3663526000455
"V40",2.15654662065208
"V41",3.8292095111683
"V42",2.35440346971154
"V43",3.0981295760721
"V44",1.78748967964202
"V45",2.06068972777575
"V46",1.89552526827902
"V47",4.14402232971042
"V48",4.84220621734858
"V49",2.50507681444287
"V50",1.14051009714603
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V89",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V95",0
"V96",0
"V97",0
"V98",0
"V99",0
"V100",0
