"names","vals"
"Intercept",3.6155512755682
"V1",4.6384463980794
"V2",1.1695405235514
"V3",3.57686176616699
"V4",4.53725992888212
"V5",3.6348173879087
"V6",1.07871431391686
"V7",3.40016234200448
"V8",1.66643450688571
"V9",4.5901650050655
"V10",4.17816076334566
"V11",4.19861889816821
"V12",2.83031522110105
"V13",1.68281019758433
"V14",2.52004392817616
"V15",2.44349316786975
"V16",4.26151407044381
"V17",2.48357019852847
"V18",3.59439368918538
"V19",1.81454957276583
"V20",3.86824930924922
"V21",4.26245968602598
"V22",3.26333058532327
"V23",4.00580343231559
"V24",3.94161738548428
"V25",1.6925734328106
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
