"names","vals"
"Intercept",1.2066873109705
"V1",2.32529554609209
"V2",2.5404507368803
"V3",3.76416935119778
"V4",3.07437067851424
"V5",3.78470782097429
"V6",2.36250881385058
"V7",3.19080812856555
"V8",3.24649472627789
"V9",3.02202320471406
"V10",1.18535705003887
"V11",4.81593238655478
"V12",2.71913102455437
"V13",3.84238481894135
"V14",2.3275253539905
"V15",3.16718713287264
"V16",2.88047851622105
"V17",2.91435834951699
"V18",1.62008967157453
"V19",2.07894144486636
"V20",1.55375694297254
"V21",4.3272926164791
"V22",1.30474037211388
"V23",2.24846224021167
"V24",3.11953517515212
"V25",1.27068325225264
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
