"names","vals"
"Intercept",1.00872845106186
"V1",1.6311062136665
"V2",1.61355176195502
"V3",3.46334647294134
"V4",4.26956975180656
"V5",4.51620959769934
"V6",3.94926996342838
"V7",4.46981478948146
"V8",3.60263352282345
"V9",2.75465651601553
"V10",2.79364716354758
"V11",3.37668371666223
"V12",3.24387994315475
"V13",3.3330384530127
"V14",3.79458087775856
"V15",4.27251863665879
"V16",4.32843612413853
"V17",4.38143147528172
"V18",3.83838026598096
"V19",2.14391919411719
"V20",4.25430601928383
"V21",1.70393601153046
"V22",3.63642382342368
"V23",2.90983599051833
"V24",3.79294877219945
"V25",4.46118734311312
"V26",2.76230367552489
"V27",4.93967597186565
"V28",2.60359895136207
"V29",3.95984780602157
"V30",3.98618319723755
"V31",2.54503793176264
"V32",4.60578645672649
"V33",2.56056340690702
"V34",4.72400780208409
"V35",3.87510214187205
"V36",2.45656369905919
"V37",4.65315330121666
"V38",4.65733702946454
"V39",3.8367532370612
"V40",1.97677317075431
"V41",4.00430357363075
"V42",2.64479606039822
"V43",4.68947255052626
"V44",3.725088423118
"V45",4.19044696167111
"V46",2.043890488334
"V47",1.76136358175427
"V48",2.26488440018147
"V49",3.09106601774693
"V50",4.2962734028697
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V89",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V95",0
"V96",0
"V97",0
"V98",0
"V99",0
"V100",0
