"names","vals"
"Intercept",-6.84586616963009
"V1",4.91319420561194
"V2",4.03474933747202
"V3",1.64094479102641
"V4",3.96853875834495
"V5",3.44003953039646
"V6",3.94288315158337
"V7",2.60646776389331
"V8",2.15410417504609
"V9",2.71206862013787
"V10",3.84024031367153
"V11",3.51826777681708
"V12",2.36757430061698
"V13",4.26595329865813
"V14",4.64400061499327
"V15",4.56558804307133
"V16",4.41169756557792
"V17",3.25124289281666
"V18",1.42721159011126
"V19",2.24606074020267
"V20",3.70503962412477
"V21",3.05475832149386
"V22",4.44380585011095
"V23",3.88729350920767
"V24",4.52056010905653
"V25",3.06767730973661
"V26",3.24478877242655
"V27",2.50461714621633
"V28",2.89294729847461
"V29",1.34166140109301
"V30",3.30235286056995
"V31",2.75224681105465
"V32",3.89778718072921
"V33",3.76069782022387
"V34",4.28353682812303
"V35",1.47660910896957
"V36",4.31592414528131
"V37",1.38717278838158
"V38",4.03241306077689
"V39",4.3649714179337
"V40",2.08736473508179
"V41",1.51051100436598
"V42",1.95574991777539
"V43",4.71343710832298
"V44",1.91451137885451
"V45",1.31183267384768
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
