"names","vals"
"Intercept",-0.370510681199439
"V1",1.7070403425023
"V2",1.62815359886736
"V3",4.29432266391814
"V4",4.85040318686515
"V5",2.4956267401576
"V6",1.67329428717494
"V7",4.60628837253898
"V8",3.03531198762357
"V9",4.42115994077176
"V10",1.68608505744487
"V11",3.81144622713327
"V12",3.15178258810192
"V13",1.81109580490738
"V14",4.6745670652017
"V15",1.40914690494537
"V16",2.9865506105125
"V17",3.31479205098003
"V18",2.55630382522941
"V19",3.27540807053447
"V20",1.91599526721984
"V21",3.58609133306891
"V22",2.77037492860109
"V23",4.42552335932851
"V24",4.49700004793704
"V25",1.55008951481432
"V26",1.60388688277453
"V27",2.67772235814482
"V28",1.44945120532066
"V29",3.92865345720202
"V30",2.5161968767643
"V31",3.83488565124571
"V32",2.48432646505535
"V33",4.23265903722495
"V34",2.57211366668344
"V35",3.8169325934723
"V36",3.28202169016004
"V37",3.20018190331757
"V38",2.64578509610146
"V39",3.27679752651602
"V40",4.83462533261627
"V41",3.18053294159472
"V42",4.17732155602425
"V43",3.54206855967641
"V44",2.25600258633494
"V45",3.93778170552105
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
