"y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,-0.00511735554358025,-0.00751794507022547,-0.0040053667637746,0.00379190668449485,-0.00294321615474561,-0.00695901497331455,-0.00263865527668748,0.00183131852170836,0.000759873337197291,0.00540642634697096
0,-0.0125120314167954,-0.0200585176136146,-0.0266006672788738,-0.0173005452989153,-0.0140252828194573,-0.005426609304606,-0.00259920170751385,0.00309487176128069,0.00835451048873837,0.00436520446542882
1,-0.00541888247032685,-0.000224328996032189,0.00322243563599742,0.00383226927407031,0.00122528469416322,0.0115035658733767,0.000765955107542574,-0.00246112389133409,0.0010009877013529,-0.00253862775000288
0,-0.0134984648167181,-0.00994524642087022,-0.0136062935387618,-0.0112564293369677,-0.00644297721266602,-0.0129744364632344,-0.00925523757260715,-0.00487054834921317,0.00522095959121582,-0.00650720668806845
1,-0.00463820687547584,-0.0133293074753378,-0.00224475326171914,-0.00226696827931042,-0.000740631078553661,-0.000476687708658448,-0.0073304088714056,-0.0112774353877043,0.00549417248560917,0.0106642858939313
1,0.0146416653613898,0.0167727232100934,0.0132408546634387,0.006987014228732,-0.00298699944783339,-0.0107424374580821,-0.0147384152619999,-0.0100092972581268,-0.00308401107598701,-0.0012954965608033
1,0.00563391098365985,0.00853535526061472,0.0116884391736582,0.013821850190472,0.0146708484960481,0.016439163311412,0.0173074205906715,0.0259682637227803,0.0262225886334553,0.0230127208847648
1,-0.00454762894127115,-0.0100350730966798,-0.0051331706680166,-0.00891942886033605,-0.00345369465189509,-0.00393558924312122,-0.00938496754010731,-0.0120019601607915,-0.00605551818883718,-0.00845092742842586
1,-0.00126523700272326,-0.00246489521919704,0.00205808316430016,0.00282397576154245,0.000132711878637629,-0.00189415664428459,0.00510535201062087,0.00524527761496919,0.000775639854213052,0.00425154759964464
1,0.000489085571417815,0.00840147893656959,0.015403309959889,0.0191005040479924,0.0147029404722609,0.0173052821781996,0.0129671253616563,0.0129950350790833,0.0164607239696372,0.016059217126315
1,0.00735573381377063,0.00769178534643719,0.0111593300675577,0.0150471574146498,0.00646640102184231,0.00449191250828584,0.00813354605756426,0.00558433801389024,0.000421942807461035,0.0113400898943517
0,0.00162772252513431,-0.00122146623000672,-0.00362427628668052,-0.00270155288253319,0.0016366000433275,6.46667187597652e-05,-0.00206927202703278,-0.00127772441000638,-0.00874046040978271,-0.00502541018292364
1,0.0190052208446196,0.0188325537566384,0.0162245720761721,0.012360559847651,0.000376004404814813,-0.00415268639907355,-0.00262277174531035,-0.00402487733430434,-0.0118123826340047,-0.0145129879932277
0,-0.00605969632052151,-0.00386831844190731,-0.000186462963156172,-0.00109657437727175,-0.00189516697054144,0.0116908101542284,0.0120487370967478,0.00930262291928534,0.00696747089467743,0.00680488721047716
1,-0.00290822108000573,0.000168728030815384,-0.00471089666733766,-0.00233350207705565,-0.00889091119473606,-0.0130385461360623,-0.00781743887472078,-0.0113623056081957,-0.00366143798274355,0.00467745516413597
1,-0.00666266063871909,-0.00657409856949534,-0.00592409682648838,0.00159999908892448,-0.00181159070542217,-0.0076394853974333,-0.0026737103751388,0.00900521039192777,0.0140241617606065,0.00505815873358341
1,-0.00259484867728115,0.0055762497474488,0.00532511518318142,-0.00218244215621921,0.00284953438845158,-0.00426639746390069,-0.00976267726528536,-0.01230347500812,-0.0178429224753583,-0.00435849684184501
0,-0.00851554995861729,-0.0115630150207766,-0.00836267751338475,-0.0116672569149537,-0.0107293467894596,-0.0125839436842037,-0.0128835030316637,-0.00402316574851948,-0.00106576238472566,-0.0090339904709961
1,0.00762214196552393,0.00417155627822007,0.0127409078181307,0.0152548237859983,0.0210324925313191,0.0249855190771724,0.0311665294017795,0.024741143263096,0.0212212595545816,0.0137267412776612
0,-0.000734274168759328,-0.00735108837740298,-0.00164082098484757,-0.0105689623442615,-0.00500678667067091,-0.00565166898275139,-0.00291715821247221,-0.00331110112084799,-0.00568901828313226,-0.0154980779527281
1,0.00680117891267936,0.000927471423435202,0.00247319875352178,0.00879855389768924,0.00344055118654255,0.00643734380400159,0.00705596740781406,0.0117986820779337,0.0172841588303866,0.0162083726414515
0,-0.0135762577353012,-0.0116506276672541,-0.0090200924862327,-0.00697669988933636,-0.0137802700478068,-0.00594902565231903,-0.00909485308887848,-0.0122559201622828,-0.00940002573235301,0.00175753288026993
0,-0.0098210654819472,-0.00649839899393026,-0.0109588990608226,-0.00718730822653079,-0.0134601169788614,-0.0208604213311358,-0.018819930647752,-0.0223765530106907,-0.012015445367682,-0.0133244975549057
1,0.0121069503691744,0.0133444099799493,0.0155334973962951,0.0159334325170816,0.010199926452964,0.00905466541954388,0.00508433318208784,0.0123081761409034,0.00228690107827149,0.00849739304923387
0,0.00374376353961633,-0.00395791465046609,0.00393715180766044,-0.0042950141036249,-0.00250612408769163,0.00330363313299671,0.00273893757859392,-0.000696768237859895,-0.00299219031010744,0.000607858097802023
0,-0.010336576104697,-0.0204723168939288,-0.0206402669020963,-0.0197045806773909,-0.0177427508801917,-0.0269761924831774,-0.0193594514858676,-0.0122015503934556,-0.00144873067004455,0.0106135408696081
1,0.00224203559898715,0.00463351731176962,0.00984633078704725,0.0048753447684924,0.0112233362397338,0.017369957248139,0.0203874743205818,0.0149431535809948,0.0072635387644459,-0.00033083923224491
0,-0.0069557281416258,-0.00813349772125231,0.00233722790733494,-0.001006335864677,-0.00456081819124982,0.00125245745734703,-0.00492390247432661,-0.003029109981697,-0.00230055434951679,0.00233637073361153
0,-0.0233613968605093,-0.0249223540076343,-0.030510948488011,-0.0258168416512684,-0.0295922746269852,-0.0109769650615377,-0.00374434482843005,0.00205758723049088,-0.000230148793034104,-0.00122814243686957
0,-0.0183401238711603,-0.0214462110383463,-0.0175764064942492,-0.0170482548275159,-0.0159014381729332,-0.00759319476008917,-0.00467154370024036,-0.00357118173092726,-0.00235163055290275,-0.0028650461827988
1,0.0103779099659946,0.014479531316038,0.00508582275281867,0.000709429560144285,-0.00273496096827754,-0.0118309409851499,-0.0099059914509943,-0.00482546827781514,0.000376427637785216,0.00276846209272341
0,-0.0146142499376106,-0.0105632295682703,-0.00401200447489314,-0.00908943452017227,-0.00614251394030353,-0.0113986435648614,-0.00779668858122702,-0.00615003264833377,0.00232790837834209,0.000559713200578721
0,-0.0110809929606625,-0.0109414842063283,-0.00796918007436033,-0.00627021954415304,-0.0180446030771892,-0.013983748210494,-0.0226453364848002,-0.0278942193481179,-0.022194410123354,-0.0230691167555896
0,-0.00990529740196229,-0.0082870488895444,-0.0152973173339291,-0.0122023645133555,-0.0152948182859513,-0.0173508789199509,-0.0162075937192468,-0.007244561827955,-0.00273868336121101,0.00224827366259035
0,-0.021333518942749,-0.0259415155110322,-0.0224485940398289,-0.0171913689079705,-0.0189003315485658,-0.0146247139824244,-0.0077224119451047,-0.00610315509375966,-0.00329890282484939,-0.00155905886122031
0,-0.00291935757017021,-0.00444595483357659,0.00125223636801762,-0.00302985575477846,-0.0068453886271073,-0.00177167473967715,0.00535711293534618,0.00317429406593902,-0.0118198988780184,-0.00729357522409469
1,0.00467604078006215,0.00260655581284347,-0.000684596704504264,-0.00709504585290562,-0.00245593090803103,0.00875826406568973,0.0075669039975367,0.0102647562568225,0.00721694837304104,0.0112362692851791
1,0.0146513024630871,0.0140890562496044,0.00751751478393195,0.0178482725253783,0.0192663389438972,0.010987439082567,0.00984065892268026,0.0133245826202032,0.00965531392696745,0.0205260053946041
1,-0.0180859874765527,-0.0124655813675026,-0.00734484576858103,-0.0039542693970455,-0.0023456827462494,-0.00717457222455145,-0.0030684946764431,-0.00328370725843907,-0.00372282258218851,-0.00226182992162692
0,-0.00141874067654397,-0.00197527020182715,-0.00863769374428249,-0.000386225401291676,-0.00562019675836409,-0.00593873442426466,-0.00879700058735669,-0.0111476940950851,-0.014519967167001,-0.021376675424882
0,-0.0152618874666891,-0.0155679995088038,-0.00769168316343518,-0.0165146431145677,-0.0190560952367565,-0.00958069226622242,-0.0144782321826843,-0.0265890131184294,-0.021227333174836,-0.0129690789079625
1,0.000964918683924701,-0.00105600852623136,-0.00331543135789444,0.00217811494407955,0.0036058078807015,0.00745816315557172,0.00852390883339227,0.0119914828526284,0.0112130278840019,0.00765436093896156
0,-0.0105837185311108,-0.0154658362264877,-0.0205486763499945,-0.0159440764752145,-0.0123706916126076,-0.0114694473999035,-0.0168879356582499,-0.0146307572226261,-0.0114182119744281,-0.00923852630402215
1,0.0114554112511618,0.00205363283383789,0.00011019277875046,0.00347536885911649,-0.000939271982074863,-0.00800739895371812,-0.00822279021197535,-0.0144207554927768,-0.0122210754686769,-0.0128273327063332
0,-0.0206029042290967,-0.00473145010075452,-0.00565059341918266,-0.00846165363597753,-0.00833777544264487,-0.00551478747583992,-0.00830744223063007,0.00170117125177298,-0.00162101712394136,-0.0043009365823476
1,0.00580270352163511,0.00660749195635865,0.0110974554370329,0.00967873738143999,0.00431815784759853,0.00380199117091346,0.00443726799013062,0.00190759472652481,-0.00896026304444685,-0.00830370208228298
1,0.0155142658881506,0.0183838230314587,0.0186334682547081,0.026404992910916,0.0240001255297219,0.021684375985026,0.0184230240928396,0.019564286883258,0.0149293563826453,0.0083469688516462
0,0.0057500040095548,-0.0121207127178556,-0.0117269991653649,-0.0105110431005125,-0.00457585054181128,-0.0110386779230718,-0.0112329840634517,0.00199323831844812,0.00898744862172954,0.00973841229829021
1,0.00828640238753475,0.00519852830262578,0.0127221527426793,0.0107784221383556,0.005501541360913,0.00382778861058983,-0.00675811371361622,-0.00572224853740091,-0.0135805574061044,0.00283316618870297
