"y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,-0.00510921664035348,-0.00668830410818195,-0.00780609404366591,-0.00198957497437075,-0.00406993936371228,-0.00517532925937491,-0.00731703633400831,-0.00966295179669413,-0.00988972834513841,-0.0131984469118818,-0.0140589790534275,-0.0101129792577135,-0.00865151290554333,-0.0097227368631418,-0.0205814404539807,-0.0152615950181201,-0.0140140969881476,-0.0125984566764031,-0.010138749031067,-0.00796445401450625,-0.0169774997145946,-0.0145849682704615,-0.0163007943152584,-0.0163876770014143,-0.0123062894200386,-0.00649657672370318,-0.00647617899878771,-0.00640148669431007,-0.0118038380802162,-0.0160966670235768,-0.0139587662755823,-0.0137524716408724,-0.0140210462809934,-0.0101259367405088,-0.00775032302591783,-0.00391233473825637,0.00172780754692902,0.000511015468079499,-0.0041565775384885,-0.00417421585355797,-0.00336931732999452,0.00352815032835452,0.00439066049218666,0.00229039127902661,0.00268553049510598,-0.000539123323474951,-0.00161561291251161,-0.000551740945578723,0.00317028971260833,-0.00208709041218867
0,0.00817486585530088,0.00699576494568577,0.00364245060187009,0.000161249255464967,-0.00128048993637427,-0.0015224486625857,0.000365164365618966,0.00169917253643645,0.00294392787589044,0.000216723349389996,-0.00456749250333373,-0.00431231985123134,-0.00644253149551846,-0.00689401880673889,-0.0101469906534151,-0.00683343871934958,-0.00302805258492904,-0.00212126357559719,-0.00664606270933546,-0.00876661077513628,-0.00495950503807942,-0.00533333099574431,-0.00604301946504702,-0.00734227065286612,-0.0103378853146912,-0.012853555520606,-0.013025913991597,-0.0121450763537195,-0.00957298861215634,-0.00634995955837213,-0.00965338991947232,-0.00434679670487821,0.0021591112360112,-0.00157006748413116,-0.00661719160002078,-0.00475156908065109,-0.00423295336605527,-0.00562794597081335,-0.00432096259909953,-0.00284413080960524,3.90951424614237e-05,-0.000779656005998986,0.00502729331900813,0.00487941686620222,0.00498887833220583,0.00348661469534385,-0.00178547742914767,-0.00662529243073326,-0.00468293830944964,-0.00138673148150032
0,-0.00834058146995828,-0.00362237851634386,-0.00500911571753002,-0.00469850395822453,-0.00393441667314958,-0.00195978480440543,-0.00355713679459426,-0.00425806719774796,-0.00584010215451472,-0.00129571308308795,-0.00456773615119997,-0.0123493606759116,-0.0111383313298115,-0.0110169356201744,-0.0103317840589382,-0.00884765709504969,-0.0139875467402146,-0.00973775387418745,-0.00819973790889162,-0.0127570810290092,-0.0107432094664411,-0.0201016136190341,-0.0175418536118791,-0.0157772024010563,-0.0165529595960324,-0.014028300415494,-0.0131993894479822,-0.0118225419785695,-0.0133229127966044,-0.0133271910657261,-0.0143075783389202,-0.0167136071260903,-0.0171340324752445,-0.0150991395679714,-0.0124390990632384,-0.0139827323524412,-0.0105383485647976,-0.0106291727110617,-0.0148607965980992,-0.0117700796344443,-0.0163757196746993,-0.0154239208879284,-0.00965911463224116,-0.00762915387696185,-0.00643530862369042,-0.00577248601485935,-0.00458461816373034,-0.00538786600721505,-0.0029774423885691,-0.0069540829997634
0,-0.00480327013200022,-0.00936684408853963,-0.00663786897218544,-0.00575624742970369,-0.00337470044337745,-0.00407583932836901,-0.0035416493945649,-0.00872178389371802,-0.00823996687253103,-0.00326272042233354,-0.00512021478759597,-0.00704485512771522,-0.00349731955616782,-0.00758007454294581,-0.0126720122108726,-0.0109978101823174,-0.00610072592426277,-0.00146588265250901,-0.00229043954873508,-0.00250897270487708,0.000355926403065202,0.00110618548480052,9.48657602826498e-05,-5.95029166185673e-06,0.00120575784688049,0.00505228296149402,-0.00157007267640017,0.00189705208350102,0.000937917715774998,0.000899416905219244,-0.00171535661997886,-0.00586812493153583,-0.00424259839218565,-0.0143232756362243,-0.0113949347956599,-0.0129243490911148,-0.00864059291541331,-0.00845347363778254,-0.0104705023738824,-0.0136370660050509,-0.00706985630219972,-0.00865732164976095,-0.00798212956534126,-0.00798019555144329,-0.00422466696808557,-0.011208255110143,-0.0113788741394667,-0.00848931717003372,-0.00477367695811076,-0.00233100847895707
1,-0.0118210122677556,-0.00801831339215161,-0.000378979527307829,0.000799661410681642,0.009136405119565,0.00490420887802718,0.00447588668083078,0.00677673674692029,0.00316058819803695,0.00101240998526993,0.0054247040003068,0.0101131609953713,0.0135861071617539,0.0126016096732426,0.0132096137886508,0.0155791739718834,0.0191936363283117,0.0133517839395495,0.00789702671500921,0.00893103993936561,0.00968153946699564,0.0122990684173881,0.0138926462094064,0.00864795651624868,0.00856494927477146,0.00544404648511914,0.0105860083270192,0.00638987337952717,0.00393924608035028,0.0060218088323787,0.00746556199138451,0.0126248612485311,0.013754150180633,0.0133724390478965,0.0113596580299731,0.00522639443615195,0.00411238808633821,0.00142120637139678,-0.00112611599238455,0.00109206989202335,0.000939153928874661,0.00363772516531907,0.00154201535735854,0.00739963827603614,0.0105666943455228,0.00996619414734137,0.0095729399666527,0.00742834672463601,0.00276690284288303,0.00152427100563742
1,0.0078690525580933,0.0131751758567347,0.0139661153572951,0.0120136899978841,0.00724333291756325,0.00811209235421841,0.00621649208511934,0.006233315244409,0.0100503583667032,0.00791420692939918,0.0106570863456219,0.00890907710389464,0.00932156483048141,0.00895856383119327,0.00824118376654863,0.00720911539959866,0.00368800683606164,0.000388179957927811,0.000292453984141418,0.00718597565221987,0.0141297769782578,0.0186076528885385,0.0180239843995075,0.012118387206943,0.0143993805813139,0.0142470971466994,0.0146569192016489,0.0125134196456138,0.0127918104478151,0.0178770510946184,0.0141133285037762,0.00357988001501091,0.0062814261852247,0.00191450154680583,0.00255161732392436,0.00280337227191711,0.0069206146815826,0.00337450540424359,0.000669951064707248,-0.00401882565501662,0.000578126582788777,0.00645246509069729,0.00339873981634317,-0.00361725607218566,0.0042176787354735,0.00589323574784195,0.00436301289803886,0.0068718964059977,0.00428736908825067,0.000260738751602366
0,-0.00116277782199123,-0.00289753299551382,-0.0046170735133133,-0.00281390752237065,-0.00542341158745979,-0.0104760604476311,-0.00531097723727271,-0.00351427222463476,-0.00694733317785616,-0.00356800152440927,-0.000346322208333163,0.00131434632970113,0.00110137528245332,-0.00288172673932488,0.00435138701825916,0.00747274176844042,0.0100369838360705,0.0116265243759798,0.00965905707713853,0.00631733898133721,0.0153157135746871,0.0143725853059929,0.0161363585919601,0.00597451603990268,0.0108245107699525,0.00789032597659755,0.00427729493250698,-0.0023108021065879,-0.00155186364195686,-0.00467061415323323,0.00129497755955868,0.0125016525505088,0.0062430807855043,0.00843836101006856,0.00853537300351257,0.00745097358666175,0.000899422414496716,-0.00431289542785351,0.00101981483229786,0.00405312294003902,0.00116625669864625,0.000734171441118088,-0.00498232763509776,-0.00537402352995873,-0.00850114800405674,-0.000595522529512744,0.000404947593787936,0.00082281264637642,0.00108242582025404,0.000467532561406284
1,-0.00707711101116354,-0.00676691266267896,-0.0074228147896124,-0.00542215361721522,-0.00129835205591426,-0.00169556130173213,-0.00173965802230912,-0.00187212752263263,-0.00405496937488707,-0.0020200035105338,-0.000289966892413295,-0.0023639665657199,-0.0027271102995465,0.00675171507445333,0.00890819481379505,0.00376376047609523,0.00690550320824231,0.00434162865295832,0.00301708762180597,0.00210807261494992,-0.000319949053581177,-0.00234807911373836,0.00134929547296238,0.00528608944280969,0.00541660864414879,0.000289845859419777,0.000197753278975686,-0.00302762694007521,0.00162333146592466,0.00289097864307969,0.00403570628721614,0.00768771824879211,0.00368827671226716,0.000537923168972224,-0.000916955758191582,-0.000628899565086896,-0.00169733324898587,-0.00038331976700925,-0.000197521547028348,0.00118281509869978,0.0002437980890134,0.00359287397155365,0.000911248619163907,0.005223614365019,0.00921481781065004,0.0103432944363349,0.010319853073889,0.00960081770751254,0.0102953108861613,0.0123527812840632
1,-0.00265488681881799,-0.0015351368679095,0.00254598263022238,-0.0001594759828708,-0.00159740132841009,-0.00860799381213523,-0.00782611504924168,-0.00725426552739832,-0.00125537067138158,0.00175913700705457,-0.00244437614251492,0.00123699350918512,0.00170311653782919,0.00216015306735309,0.00943873681792935,0.0104762900160415,0.0150171550702596,0.018618205889586,0.0186960878597711,0.0192275256554808,0.0193613866791683,0.010925913422609,0.0074662794720197,0.00842129587784695,0.00422347275274603,0.0050643034758039,0.00414218480153865,0.0055738823845386,0.002787770531553,-0.00193447393733043,-0.00118713541528647,0.00544891212156569,0.000982017542750465,0.00734710682438657,0.0083086358903657,0.0135656214034259,0.0122534092995665,0.00823000008917955,0.00151026227098292,0.00181083467907766,0.00123200455566179,-0.0012469582733982,0.0104163651997795,0.00673605297001378,0.00437033533641296,0.00610880031400251,0.00341233502248863,0.00610506712987634,0.000987934256540336,0.00705703436526453
1,-8.65336598237505e-05,-0.000265023347700039,0.00650815253684193,0.00952693900052089,0.00997485926838248,0.00454150982438605,0.00953264058903067,0.00858470437095786,0.0112868051892076,0.0150645764070297,0.0181081290591843,0.0123481525907719,0.00335742723387509,0.00490979430138084,0.00211011444113053,-0.00403248674293245,-0.00478945676858554,-0.00563333747540386,-0.00171427449990934,-0.00410826613686277,-0.00390661564451467,-0.00338968033245026,0.000306010019795643,-9.70987128084918e-05,0.00250412187369401,0.00105928169369291,0.0023843489923544,-0.00236166316609799,-0.00380772942913257,-0.00756191579934663,-0.010374292508973,-0.00394164791060436,-0.0021899700691339,-0.0033431016813994,-0.00206615597667305,-0.00419880974910262,-0.00189891776832648,-0.0100835898945972,-0.0105617494666713,-0.00838480406587855,-0.0059046581183086,-0.00589661541649591,-0.001999551987604,-0.0023116889895792,-0.00218971113954281,-0.00352251595714085,0.000320605902699228,-0.000672751644685651,-0.00136249723777073,-0.00148891382244995
1,0.00354118185782682,0.0070334683428521,0.00920058965632974,0.0139589779228289,0.0131862459681034,0.00878208654420276,0.00832961760381524,0.0086289530874204,0.0092803714666505,0.00676244713560673,0.00892208000281214,0.00657176637329837,0.00723781662726764,0.00915372114372918,0.0135168986675436,0.0135106263745833,0.00704496620836688,0.00864919043858894,0.0101737623590438,0.0106498905913939,0.00392896769232962,0.000701662884099244,0.001098820302229,0.00157958250146152,0.00292593093222214,0.00471780892177842,0.00880591526757858,0.00625805981042691,-0.00204602768957013,0.000775528573563619,0.00342784909428148,0.00460304248755263,0.00665053301149032,0.00348718535772098,0.00764992693706838,0.0124332353961452,0.0117223325579586,0.010105098763398,0.0115941356841818,0.00807191062678066,0.00749756500676539,0.00467254116034927,0.0017842064749969,0.00146817179727262,-0.000292713286735637,-0.00134818834904008,0.00134580169335586,0.00190624666889342,-0.00326580068944337,-0.00358265329987409
1,-0.00231564470621479,-0.00522586455302165,-0.00601506346048276,-0.0105703669546257,-0.0105766103564982,-0.00732914171499652,-0.00451731108791547,-0.001243496251772,0.00166392996922704,-0.000809349852313305,0.00130375175062766,0.00425322859083146,0.00424806130285255,0.00660364421662,0.00910214760028817,0.015703547286728,0.0144995447536119,0.0143281585091246,0.0162545278803959,0.0136606723058174,0.017404459163276,0.0135933060611586,0.012693434891671,0.0122378406347486,0.00885083628944043,0.010657376935211,0.00729622807698609,0.00835595372067071,0.00779732250384448,0.00266889080758593,0.00436617884667019,0.00135949853001723,0.0019684411617265,0.00253063554483572,-0.00162434484308426,0.00165292920537874,0.00480111322340361,0.0029264084221147,-0.00104879884556615,-0.000506404449081577,0.00078885341231544,0.0016799299296005,-0.00289585335042975,-0.00559310728901149,-0.00189946111398439,-0.0032331845738522,-0.0038667652950122,-0.00386232504975407,-0.00392773200324153,-0.00204238975736016
0,-0.0153635725863986,-0.0165657594229558,-0.0115574881009388,-0.0111724129428947,-0.00856601032494955,-0.0113670812051782,-0.00758847002983456,-0.00297692957195105,-0.0074949804292959,-0.00570499297937443,-0.0113179216992064,-0.0145442618263313,-0.0105142897548768,-0.00776771746428637,-0.00750280284523963,-0.0114195857400749,-0.00795375595338995,-0.00770556461809619,-0.0119168151954372,-0.0100217709265395,-0.013470464626824,-0.0111757190282073,-0.0141477523042169,-0.0149349847278064,-0.015309625566501,-0.0145236936775132,-0.0131411202477159,-0.0111220780247011,-0.0084857033266106,-0.0077683310652075,-0.0103648834971654,-0.0118072070391199,-0.0102735835098667,-0.00864503513855846,-0.00303314279219775,0.000763186314515372,0.00341094640588528,0.00161402748923121,0.00236628057354339,0.00709494157164363,0.00903908353794408,0.00327539063106973,0.0064562667085278,0.0116553798894256,0.0131391642722003,0.0116086413186716,0.0133626743735794,0.013296210029333,0.0137990411638127,0.0149567620740581
1,0.0110399944685297,0.00843899605988085,-8.91894459456445e-05,0.000442890173216662,0.00433674259169479,0.00271898574657285,0.0035544861299977,0.00597667845538425,0.00949328350409079,0.00630258248732287,0.00323339263193565,0.00543922406304039,0.00961635531142626,0.00649777848684699,0.0128776885285125,0.00685626459019589,0.000596416513852588,-0.000176482656792018,-0.00475588179980021,-0.0102187019856876,-0.00615563881534837,-0.00668447984327465,-0.011470876996758,-0.0142985691852881,-0.0141361195164624,-0.0105993775602033,-0.00833865582470961,-0.00476973517100295,-0.00281444098179403,-0.00190218202999392,0.00580902177692619,0.00630685614051806,0.0038807473711979,-0.00247217833932593,-0.00191110238374891,-0.000769337954361144,0.00554948373132055,0.00061608083482031,0.00127734803006767,-0.00442617447606542,-0.00231520667597075,-0.00302954476995285,-0.00324420514816287,-0.00316657325265877,-0.00314854506269882,-0.00576983389849607,-0.0110296790548851,-0.013670825715602,-0.0147852447358133,-0.0120912881324178
0,-0.00251687998948078,-0.00311998448954812,-0.00449054594973051,-0.00822586931755689,-0.013622051352766,-0.0106659955927032,-0.00616604196945436,-0.00414406284149763,-0.000464624457774209,-0.00772799895371742,-0.00849551560814541,-0.00754077218370751,-0.00989334860509197,-0.00586834639819732,-0.00263678231656394,0.000130863223630819,0.00093589960168468,0.00323736052437196,0.00179009380663485,-0.000251407152928185,-0.00912289112193071,-0.0126785031429783,-0.00850222489252294,-0.00687944228225446,-0.00831209910018842,-0.00635274573965912,-0.00948015773485895,-0.00468433486807175,-0.000550861715651057,-0.00243208067730997,-0.00236514909447812,-0.00276318700093711,-0.00439544117604162,-0.00186548738043354,-0.00260470948289014,0.000864630827939849,-0.0011602510394623,-0.00658450016033035,-0.00607805028014779,-0.0024847050744608,0.000894103799561436,0.00168374629350949,0.00334700473875491,0.00115822638127866,-0.00295547720392494,-0.00769236466191942,0.00262308603201314,0.00131489069459488,0.00327453708071786,0.00539519793544569
