"names","vals"
"Intercept",-0.547664611668568
"V1",2.87672358192503
"V2",2.77337684202939
"V3",2.47055268660188
"V4",2.26518813055009
"V5",2.53126094862819
"V6",4.66327339597046
"V7",1.2841788623482
"V8",3.73550774902105
"V9",2.86319052893668
"V10",1.87735164538026
"V11",3.49329646583647
"V12",4.74860513117164
"V13",1.26646111067384
"V14",2.60400621127337
"V15",1.09633584972471
"V16",3.55475306604058
"V17",4.31426128838211
"V18",1.16787575744092
"V19",1.33714300300926
"V20",2.05266153998673
"V21",4.48493838589638
"V22",2.60629932675511
"V23",4.19655106775463
"V24",3.91599053889513
"V25",2.04686350841075
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
