"names","vals"
"Intercept",0.010037235977198
"V1",3.77191728446633
"V2",3.87378285918385
"V3",2.20042313821614
"V4",4.84845056105405
"V5",2.5486287176609
"V6",1.76018001604825
"V7",1.89282862376422
"V8",2.08639559708536
"V9",3.15622363705188
"V10",4.45475260354578
"V11",3.08859959896654
"V12",3.51210007444024
"V13",1.9276804132387
"V14",4.07587066013366
"V15",4.76704919338226
"V16",2.82485404424369
"V17",2.00976744946092
"V18",4.92576619796455
"V19",1.4583252267912
"V20",1.4943678425625
"V21",1.10655499063432
"V22",2.02293730061501
"V23",3.90629036724567
"V24",4.13707820046693
"V25",2.16242939978838
"V26",0
"V27",0
"V28",0
"V29",0
"V30",0
"V31",0
"V32",0
"V33",0
"V34",0
"V35",0
"V36",0
"V37",0
"V38",0
"V39",0
"V40",0
"V41",0
"V42",0
"V43",0
"V44",0
"V45",0
"V46",0
"V47",0
"V48",0
"V49",0
"V50",0
