"y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,0.00354157163665162,-0.0197829293319565,0.0097234790237381,0.00291352350066054,0.00313436643438169,0.0173544388294528,-0.0226320058357453,0.0223721263910079,-0.0317837733582347,-0.00400942022200738,0.00822868771935277,0.00925806007548725,0.00730222554624856,0.0419289745398862,-0.0069277832234839,0.028562747097653,-3.71347098324662e-05,-0.0278829858087376,0.00841601839083983,-0.0196930121690538,0.027842944431817,-0.00270562689098194,0.0239503618911742,0.0313865340523013,0.0177616820217347,0.00821845426119177,-0.00679931975179785,-0.0256016359650956,0.0327557653687653,0.00614195265114568,0.00455644835088282,0.00232370937153015,0.0045561787590977,0.0083629758975251,0.0235353072299796,0.0225927173080754,0.0245284097731638,-0.00336888750293062,-0.0039088604622469,-0.0340411340348018,-0.000248036745297872,-0.00736501783975248,-0.00376103896685232,0.0317669643076887,0.0488512325499176,0.000114112674135226,0.0250411143091773,-0.0157436369152071,-0.034468530558584,-0.0333329716633962,-0.00128139115811889,0.0154046695058724,-0.024138036809794,0.0150935483060085,-0.0577825388976203,-0.00392132771312722,-0.00394492701918424,-0.0252159759451946,-0.0205385988811386,0.00689382156136082,0.0322848962751061,-0.0119139619559963,0.015887179221261,0.0514917385940873,-0.0108465691071167,-0.00860483083170313,0.00663540720050517,-0.00700820333181148,-0.0440381297495302,-0.0223088341243377,0.0155023716987323,0.00309910144622607,-0.0274013691839639,0.0403597508079554,0.0221573504967492,0.000572933853700069,0.00884587487667917,0.0111361688574824,-0.0284314859325984,-0.00946101284258819,-0.0371331149987259,-0.0223099569979892,0.0144611843182249,-0.0134573640155209,0.0165946233722643,0.00271714182432716,0.00992196785193043,-0.0151596789982236,0.030833129049703,-0.0232351140972921,-0.0243513599892918,0.0105236275761874,0.00374261333606126,-0.0445402219609075,0.0530361022614257,0.0451438069016772,0.0491598395315936,-0.0737580146733739,0.00477448698927115,-0.0134000242041912
0,-0.0223623017551317,-0.0556847184871993,-0.00298402095069126,0.0464030083185283,0.0170833183743942,0.0132673486715315,-0.00221664142157068,0.0198765515574417,-0.0247389086874893,-0.0158663588507711,-0.0469304644550899,-0.0150143877751061,0.00172957372399463,0.00326669821284978,0.0216462386533687,-0.00437277006732633,0.00293097800954801,-0.0110183200917985,0.00513887235677772,-0.0290018381935846,0.0169710581359174,-0.00111902849522145,-0.000236246877082291,0.0361328513189033,-0.0265540578963515,-0.0104925054097483,0.0185701253463754,0.0149881335593892,0.0370918424296477,-0.00385114930799358,-0.0418687715245842,-0.00337726996903188,-0.0541041869986279,-0.0172423245084145,0.024164910802985,-0.0512096701976122,-0.0165733413111113,-0.015512238195203,-0.0587139371770387,-0.0356213661864528,-0.00358862624100456,0.0320059208585921,0.0328334069444829,-0.00566474355678246,-0.00662468598898545,0.00893335632211384,0.01775508229369,-0.024949354948141,-0.0321253836190931,0.0166224224471972,-0.0237997803256765,0.0177508097427673,-0.0376337728043676,0.0232940227767573,0.0129749754806537,-0.0118962981165391,-0.031385759648591,-0.023762906715497,0.00488868708926661,0.0265824868287323,-0.0128894237234562,0.0040529013400779,-0.0307755698245003,0.0348705468398845,-0.00180708940052137,-0.0085442459946037,-0.0250449047697496,-0.027799794903501,0.0407952014169141,0.00516332053695874,0.00625697856727004,-0.0598704267724844,-0.00904199286889144,-0.00476687451383686,0.00540703298743953,-0.0217337378131681,0.00857803952371357,0.00310329108257214,0.00358153410262725,-0.0270916899892675,-0.0267604035932174,0.0247468857146968,0.021341055759096,-0.00557266644845614,0.0229876906855656,-0.0276147117029996,0.0408883740389522,0.0344508618563674,-0.00978190101425204,0.0216534936555566,0.00509633033907788,0.0198009907630542,0.0115261386323897,-0.00725648260720809,-0.0279247097466365,0.0191775702591769,0.00157596765971704,-0.0476035336307238,-0.0327004235836028,0.00979663080427013
0,-0.0328997861208607,-0.0146147584244747,-0.0278011645441714,0.0611445247156427,0.000123907381822957,-0.00163889108785919,0.00268719298454372,-0.0102679763990071,-0.00763630187517271,-0.0449736275102186,0.0119952957828087,-0.00276505360254931,-0.0199565544733577,-0.0483745253311045,0.0370667193987641,-0.0172442933698258,0.0238948837818588,-0.00902136715596477,0.015107190150338,-0.0283293734513538,0.00868604157924285,0.0157107769731531,0.0162959209211708,-0.0180857384784486,-0.0257789967711336,0.008463858986245,-0.0245919016362421,-0.0121800407922365,0.0187989526258537,0.0220399021205166,-0.000702604228827262,-0.0157169720610371,0.0173738464042874,-0.00483126676967846,-0.0517664847344615,0.00440010190345007,-0.00979575818812931,-0.00337903862947323,0.00265260168550534,0.0322542395741232,-0.0754684797784627,-0.0232636808689756,-0.0109835815335956,0.01991319809167,0.0414486376734352,0.0149310862264087,0.0412887868619815,-0.00452811699239619,-0.00539146476218587,-0.0122632199104058,0.00453631672885726,-0.023060984880245,-0.0115270692466993,0.0384248887125476,0.0381155502004005,0.0176995109708473,0.00141476411079082,0.0351419037850856,-0.0266008506444615,-0.0365221263672857,-0.0223388821551925,-0.0113380072537395,0.0119251011936316,0.000237976248543135,-0.0139765595806917,0.0168891231902396,0.0475874428367775,-0.0107979371548994,0.00644400658450715,0.0166485955235829,-0.0396440133178834,-0.00396691387885962,0.0423292899266371,-0.0117235198415191,-0.0376019201146824,-0.0059441108460898,-0.0051078678550472,0.0169856239859785,0.0064098006955486,0.00969741679887382,0.00755300352218188,-0.00395367674989495,0.0301064762338619,0.0459984446936567,0.0094257827821613,-0.00701324170413878,0.0331973694283221,0.00992749876171117,0.0195764407730364,-0.0213582836769263,-0.0355235804909567,-0.0136217735989835,0.00817896792712983,-0.0290354431395798,0.0146142278743237,0.00664132051758288,-0.0393188540261817,-0.0305175278948276,0.00321639268658194,-0.0292129361308314
0,-0.0238195586068207,-0.00899353657486363,-0.0098744820421949,-0.0020893512289023,-0.0261988020809897,-0.0212990421770361,0.00596264673485947,0.0243935177458755,-0.0114855183495134,-0.0249852767494528,-0.0244700559489658,-0.00722358652043852,-0.0120304490288993,-0.00581078216921302,-0.0238905413594503,-0.0178623784151671,0.0396431235301169,-0.000670455491653913,-0.00473600832298724,-0.0140754099062048,0.0230945694622111,-0.00124571727498145,0.00105379405684682,-0.0665950621344185,-0.0408464278902852,0.0225624049811963,0.0391914930717114,0.0214308301967265,0.0295171588881416,-0.0220435860314499,-0.00358655066212602,0.00730619799223206,0.0268765817576904,0.0429193906691623,0.00733146529909594,-0.00814293953943453,0.00797177586222065,0.00843234390026341,0.0096987492968235,-0.0380253038165186,0.0245747941282098,-0.0145688103702179,0.0184646089581407,0.0273038126951722,0.00832004932417415,-0.0151040394287807,-0.000643470027122248,0.0311810464878818,-0.0129750255585548,0.0135512647486407,-0.0239079757325096,0.0182367017764366,0.0153165174301068,-0.0145876308031571,0.0151615890511256,-0.0247155549553807,0.00814109892638462,0.0144229233649958,-0.0352355431575181,-0.0260114834286237,0.00855776630710051,-0.0497506999446153,-0.0258071715029182,0.0292405342843873,-0.00440797965197735,-0.00220110155660378,0.0163092910766372,0.022482890997966,-0.036542785796732,0.00850233861943678,0.00563975505673244,-0.0150485203153466,-0.00781905212981359,0.0289407273247109,-0.034204422451652,0.00116805877293183,0.0256741013929959,-0.00472419932172421,-0.00746988974548446,0.0354051778673159,-0.00660080555053538,-0.0338860402952774,-0.00862839671855123,0.0283176994740101,-0.0269248695955593,-0.0296435555536986,0.00287094501642154,0.0194263865088092,0.0289725172797453,-0.0194355290230614,-0.0212067886697369,0.00309264484715528,-0.00833771557956025,-0.0448007047144003,-0.000657581841700294,-0.0170726742269147,-0.0164472441041,0.000115588418725588,0.00267675180940647,-0.00916091375016434
1,-0.00285145241048857,0.0269169031438178,-0.0206194611069245,0.0107445994337198,-0.0111323943291696,0.0056682264098965,0.0264794040309745,0.0164854956582208,-0.0127414032518537,-0.0281281933690294,-0.0136417146629941,0.00559365561366539,-0.0131505365618594,-0.00866624304004415,-0.016096790457654,-0.0106456173683963,0.0187546807211687,-0.00175309327288762,-0.00733306559230463,0.0338215948358921,-0.0318260229219671,-0.00406479941141006,0.00576069432634995,-0.022934121705881,-0.0195590441321901,-0.0340573040584573,-0.0122180704672038,0.0247494984708153,-0.0218528649909858,-0.0195468086530462,-0.0149777478043143,-0.0147298450389294,0.00410641769383371,-0.0200170108071241,-0.00297704872860478,-0.0528880297437401,0.0131134791432922,-0.0212144192286174,0.020389892335538,0.0162817274066283,-0.0365496645021292,-0.0143426560240595,0.0208790544786624,-0.0116813864557037,-0.0112784571408377,0.00863185440133894,-0.0105256859847103,0.0328104529739953,0.00284090476711091,0.00515358409408151,0.0129777782598048,-0.00110669081482159,-0.0219842613484452,-0.0080514313456778,-0.0133786702180799,-0.00656469450297455,0.0602971730889371,0.029001206363903,-0.0102879994945546,0.0180253041815239,-0.0080410210510455,0.0185539548481928,0.0332968420863045,-0.0290613214625751,0.0356659811719777,-0.0304493136871449,-0.00375677321110645,0.0380088549331772,0.00523497029523344,0.00923371995405302,0.00368658334595834,-0.0105280013199619,-0.0123966362008187,-0.0187554349901764,0.0191777171145355,-0.0203110616917634,-0.0256375563614338,0.0305456243847921,0.0428646047327214,-0.0165689766535477,-0.0179580839534505,0.0512435048324012,0.0332375652526731,0.0085699672980708,0.021106639555747,0.000522352295575737,-0.016877914405275,0.00998227231625911,0.0454114220452648,-0.061099775198548,0.00311328646103569,0.00370538429101457,-0.01292357172723,0.026334443079124,0.0113814918773984,-0.0277498304075558,-0.0168581734766508,0.0237771529355796,-0.0116020173401447,-0.00770526189631633
1,0.0402998750066143,-0.0340577191321444,-0.0429218306852077,-0.0470568472300504,-0.0240213987505865,0.0147995612489693,0.000569402149365369,-0.0403891706731602,0.0437755878895846,0.0331499626256194,-0.00792203837659732,0.0222128574686402,0.00831909291956953,0.00654390489958183,-0.00525142604242323,-0.0199425671615152,0.00401379798500039,-0.0249964834716157,-0.0302542380169348,0.0223992769012551,-0.0437607070017376,0.00020571032943084,-0.0530352953035853,0.0145894854996727,0.00874438557527165,0.0190373190938796,0.0134212278839856,0.0369864301330781,0.0207570480988485,-0.0240853171360569,0.00162187896738586,-0.0278724400763879,0.0257497287277084,0.0307439362520753,0.00245206138794624,-0.0229285444457806,0.0134916141862041,-0.0174497349384659,-0.000938892621019997,0.0340977583033347,0.0504693117710595,0.0388465159570429,0.0150876861153526,0.0449411702686451,0.0281108690032728,0.0332317272591789,0.0258604225870562,-0.007656248867648,-0.0482348522652676,-0.0183179415071031,-0.0227310155646995,-0.0710412914128393,-0.0215611835102739,-0.016220097302596,-0.0156466062503301,0.0285960069022482,0.0180115008797556,0.0160078918757775,0.033734639519877,0.0486171466949655,0.0225648357392637,0.020097641142941,-0.00980826738141233,0.0102092229922262,0.0156063811583698,0.0284601727170825,-0.00854287278446552,0.00670613310267803,0.0140204879513556,-0.00702377744205116,-0.0567797986715506,0.0146471839115502,-0.0476841581725227,-0.00772625880590316,0.00732241351271776,0.0344858018809941,0.00756763986876141,0.0451777094542598,0.0260921781673381,0.00190352990964988,0.00578088574301661,-0.00412606653594227,0.0206414326944993,-0.00252597600892895,-0.00140204012815423,-0.0182648629139836,-0.000873297320723793,0.0426542266761535,-0.013791032240498,-0.00782941863858288,-0.00324335883469457,-0.00699189289859233,-0.00537052322674569,0.00525633524779434,0.00656703197553201,-0.0139128312156136,0.00884672413351561,0.00645104786827924,-0.0208031917679023,0.0297376791050308
1,0.0135471852418382,-0.0304216075527782,0.0178263106029937,0.00186330328663538,-0.0144774770827171,0.0123374676866112,-0.0494191501725749,0.0225458036065318,-0.00467275751778377,0.0301020930343414,0.0284582734834352,-0.031308563171563,-0.0295310877802824,-0.0378392868131265,0.00489246971800493,0.028389657177098,-0.0107915038093077,0.0120109177198242,0.00718357451082905,0.0325550432880797,0.0141121247261328,-0.0302464425316249,-0.0190199248135562,0.0445621549429481,0.00637279131167388,0.00687459480287587,0.0208069648881568,0.0196166437236288,-0.0274046763492755,0.0425499977529937,-0.0113340769348661,0.0124277344807755,0.0298465013074744,-0.00593568464111066,0.00887957007699645,0.0164157486091686,0.0116097922382578,-0.00109160813777571,-0.0253655359588279,-0.0123559090747694,-0.011894067934212,-0.0010197991923126,-0.00556985773146928,0.01930546832218,0.00966433010632322,-0.0425243540159793,-0.0243245449248226,-0.0159132269288816,-0.00474981393933128,-0.00313108757892457,0.0362107140538255,0.00339911019612218,0.0106465248464691,-0.0314587422952017,-0.0140041467934551,0.00920514983814237,0.0119698378769769,0.0150462235606407,0.00930010466410214,-0.00488047899288391,-0.0151384486110922,-0.00854482132506603,-0.0394255800394736,-0.0366322298049519,-0.0188114210971266,0.0172637933570831,0.0234737126333587,0.0209773031298028,-0.0040159607830497,-0.0119720543262811,0.0390631627773746,0.0054889050855548,-0.0287378367069276,-0.0035419847367618,0.0554398558768517,-0.0030289554402688,0.00150179413426519,-0.00262767856929418,-0.040032736898534,-0.00944363086974627,-0.0392457240806517,-0.017311465945024,-0.041269958125139,-0.00119944117284819,0.0134435068237801,-0.00344744983874764,-0.00603071949365115,0.0242700105193123,0.00488991414733326,0.000682113626130584,-0.00471774684172279,-0.0125059044782174,0.0322719547104939,0.00578248288998067,0.0166118441737841,0.00271178203282736,-0.00234937357926247,0.0186501609973773,-0.0160727690825543,0.00351446564674338
1,-0.0273585720756497,-0.00235370292229792,0.00165203385235536,0.00935545658348317,0.0149268191442667,0.0196039827179728,0.00748398749207671,0.0451118790189167,-0.0019775704882073,0.0143374778928393,-0.00274674410263028,0.0213647232712001,0.0159393393860908,0.0141404691082014,0.00143667228310107,-0.0239373991914882,-0.00330382881464979,-0.00661849477420343,0.0225066724669516,0.00308951836893661,0.0133318255320972,-0.00425787150148964,0.00559104585488541,-0.000802163717426602,0.0268466899472086,-0.00461386548263674,0.00962651705838483,-0.0247589298265951,-0.0457519672199348,-0.0124339439241056,-0.00487317893879351,-0.0300900277587723,-0.0213799998610277,-0.0218344243710611,0.0276532928553921,0.00232661059614529,0.00799887152592572,-0.0152848728033058,-0.0187924321196671,0.0663222317425787,-0.000497016076818287,0.000194108712906766,0.00765821192522812,-0.0263055628094595,0.0095919711332982,-0.0198987467108126,0.0176356212964055,0.0217537608303521,0.0276460644996686,0.000475532319144382,-0.00411016924286517,0.015435542962794,-0.0369574335951489,0.0374000525007391,0.0565514796127432,0.00196656368445723,-0.0196212121651471,-0.00123322323283321,0.00282972026534826,-0.0229224630735759,-0.00504213269958818,-0.0155225838496672,0.0287505216374513,0.00922620212816382,0.0321069102708839,-0.0057840041254717,-0.0273148567419295,-0.0206961833346348,-0.0119918142121396,-0.031764422293924,-0.00846879399743297,0.0218444221960004,-0.0351431436888592,-0.0181779458200183,-0.00290082262371479,0.0314104426271678,0.0381447538937359,-0.00374930207809251,0.0296324507250387,-0.0120999596043915,0.04485626661118,-0.00266255607776051,0.010793382474603,-0.0284621213863842,-0.0113677649626079,0.0233609850482961,-0.0126196266021672,0.0339181730659407,-0.0301206933484046,-0.00767766945341834,-0.00818079033391072,-0.0177826871724861,-0.0414161350196516,-0.00753907782847206,-0.00415499083911934,0.0156403640519685,-0.0134088380977978,0.0190094013180008,0.0046135585474145,-0.00341220426942879
0,-0.015689266476449,-0.00594134590846805,0.00161740769954447,-0.0486732979740093,0.0197403272976333,-0.0357901653917126,-0.0132062856770066,-0.0192966077831097,-0.0147738288089953,-0.00125060460951197,0.0328316355559329,0.023468374967077,0.0112301372522128,0.0190050487690443,-0.00655990090490415,-0.0317145082437365,0.0312254587460001,0.0216706560601272,-0.00618594628467237,0.000800876758797845,-0.0107521821295157,-0.0476395849935028,0.00772962455101694,-0.00786084525063815,0.0171300673795505,0.00441707179676913,-0.0345624513713107,-0.0158543449820986,-0.00265510808330866,-0.0512980563428164,0.000507732173865364,0.00248725160029987,-0.0514061884771153,0.00998576077578807,0.0226621222027566,0.0199774283285064,-0.0356444696563282,-0.0153487427694213,0.0165469525097121,-0.0235241451483966,-0.0137062125486735,0.0183985738935492,0.00692064323423932,-0.0261096421782841,-0.0144632179379464,0.0478976767983822,0.00367158198387966,0.00750753174147461,-0.00740428673877068,-0.00890551985945345,-0.0035134794704301,0.0411994839629242,0.0265167675336412,-0.0107426133844739,0.0484718199699602,-0.0220770561604618,0.00145650200818565,-0.0192428389258703,-0.0522645933349859,-0.0211239800994775,0.0204025041193842,0.0157605224167023,-0.0172617592737828,-0.0308026792467737,0.0249975707088603,-0.00268089190606612,0.00514996512667731,0.00312595054964734,0.021082230997899,0.00577490573643699,-0.0215346457433233,-0.00264177315166102,-0.0096276028073163,0.0239088185566082,0.025263767364277,0.0331497060005617,0.00238123392252628,-0.0432024311130711,-0.0295913850074495,-0.0334407810664426,-0.00276600106303849,-0.0170768207393818,-0.0457830817352817,-0.00438302992063533,-0.0370294293060613,-0.0118794157046783,0.0299561657464233,-0.00362191016198422,0.0623121260762957,0.0396250277586646,0.0319631454621718,-0.0149512101903494,-0.00984938782090444,-0.019780084555713,0.0274228440846038,0.017548245391857,0.0118113653679216,-0.0288521521657262,-0.0285563689697432,-0.00907200888771924
0,-0.00905349324936762,-0.0159146969776374,-0.00072750239654974,0.00675229141721792,0.0345494614837998,0.00387787766156011,-0.0411367994549204,0.00192490827709978,0.0183475036583941,0.0222058629197083,0.0129373031151027,-0.00493168753577968,0.0298632781091174,0.0145088384911815,0.0315150449541449,0.0413226419885867,-0.0213161694726695,0.00281928111426986,0.017178657942918,0.0502831729114771,0.000368018898612476,0.00943655899970119,-0.025923175734313,0.0180121309534208,-0.0183043339126653,0.0181688616805525,0.010021798845292,0.0474831877827129,0.0175263629877,-0.0459128526041389,0.00855866618995385,0.000469161492794505,-0.0463310534431194,0.0171372625398849,-0.0104076157087919,0.0168650491859058,-0.0222474905032492,0.0216558332517928,-0.0187337754202062,-0.02858061962082,0.0136901296995169,0.0051541935588309,-0.0193720778869425,-0.0334075392967449,-0.0355037182329431,-0.0113271448803423,-0.00496105937503323,-0.0161494867872322,-0.014146207627835,-0.0450179209511554,-0.0123329863665458,-0.00583605936344585,0.0250315018214148,0.0239751493888092,0.0216456258327916,0.00112882914972258,0.00366422787551444,0.0390350139126254,-0.00700987886979298,-0.0280473606223363,-0.0255465026320018,-0.024025387206437,-0.00873173895648001,-0.0290928958302324,-0.0377882049186997,-0.0145427692669829,-0.0152323056838421,-0.00542748478382649,-0.0030129092258442,-0.00700945933816132,-0.000710957791868972,0.0394458700333029,0.0465099410473004,0.017263879913674,-0.00213457257307067,0.0218892961328098,-0.00103323334946505,0.0450636595736129,0.016552923727954,-0.00705488458697787,-0.0358978759520083,0.00354934128990975,-0.0119042030074954,-0.00546831574061578,0.0161121678964597,-0.0349754507067134,-0.0214917401696427,-0.000646973036523606,0.0190149397256989,0.0174775827853508,-0.0305391894986565,0.0114891887092078,0.00714324280257777,0.028630240884526,-0.00268408905998391,0.016101436444869,-0.00709756391849107,-0.0371001981327875,-0.0151361251070667,0.0073118117014907
