"y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1,-0.00513909549322924,0.0104701102106431,0.0438023730172191,0.0130166693262877,0.0174605906045062,0.0299269740340821,-0.00895263282655229,-0.0172959574633336,-0.00669094995624805,0.0122657704220896,-0.0258637205399559,0.0140159266333917,-0.00887887677888136,-0.00354655531817559,-0.014969032690142,-0.00115732772666553,0.0182912567919505,-0.0075130954358187,0.0303865651451273,0.0326157852723617,-0.00958194299312508,-0.0202764433870418,0.0468279504218714,0.00454874644721699,0.00236875311084698,0.0248775921181846,0.0139036278708825,0.0316086002411847,0.02830954998117,0.0554098602429516,0.0129134369922732,0.0122663024513891,-0.0323265609230519,0.00451076429538493,-0.00647581086332525,-0.0239466649733846,0.0115458566918614,0.0172677610367704,-0.0221112366192054,-0.0466344596191084,-0.00905917619309566,0.0430661303010408,0.0100261443472962,0.0175801396344594,-0.0372722986236355,0.0102394941224499,-0.0030050139086295,0.00957903887753019,0.00699081435768216,-0.00533283466517775
0,-0.0107373144571853,-0.00128604063716818,0.0226354569319857,-0.0287192990503974,0.00187079720868986,0.0235156374624401,0.0237603866809897,-0.0221484052966459,-0.0155572808428991,-0.0558123119933372,-0.0358571855200367,-0.00367576467532123,0.0296866554314547,-0.0360331678335573,0.0187503635404288,-0.0469639677832696,-0.00575734114553845,-0.00232615673635817,0.00490726283002418,-0.000156902309030065,0.00883418817872291,0.0167940309069875,-0.0386927285628627,0.00615042711315071,-0.0029787314024048,0.00644349831266734,0.0211064392940723,0.082170534627412,0.00953511082687099,-0.0183839276493473,0.0247781980336074,0.0284881788065869,0.017620739635118,0.000986421644814041,0.0339952033221924,-0.0452369891171198,-0.0110256190453064,0.00593532958066679,-0.046146539416348,-0.0572447007505336,-0.031547475438969,0.00238256833318155,-0.0381228712753322,-0.0565597391447578,0.00315370322629171,0.0300320860235517,0.0207073169414773,-0.0286188453903978,-0.0240121286762193,-0.0181797441707096
1,-0.0212209430568692,0.0132196990388851,0.000247375328038403,0.00934677514332659,0.0277334511357761,0.0289173047103301,0.0114059257197702,-0.0100125392543469,-0.00453033254285244,-0.0259990363355006,0.012375383713951,-0.0119648650646866,0.0362104970196016,-0.0403365367642204,0.0335882053296215,-0.0338969193574779,-0.0172001225672264,0.0281519069288169,-0.00565072485808622,0.076232970121214,0.063549560232237,0.0053660090227105,-0.00198092721628557,0.008486242538292,0.0556091491875453,-0.0050207310572881,-0.00757173161823674,0.0163219813575612,-0.0406838022333518,0.00771880910231999,0.0325255546917342,0.0237065982987843,0.00681397290708956,0.0439218219917081,-0.0183468967815552,0.00535388336407594,0.00563335180446696,0.00361971938031505,-0.0373755608324136,0.0289152358551381,0.00421063998525456,0.0129597029177988,-0.0556185725851238,-0.0571947798802957,0.011376452792712,0.0390303565628414,-0.014242065860528,0.00760191254279923,-0.0385296912300869,-0.0263658545635707
1,0.0154329892280389,0.00809546173769575,-0.0287975930198603,0.0216916071559707,-2.81222373274377e-05,0.0255613275732336,-0.0030346645814647,-0.00274386293569429,-0.0425180991292658,-0.00710721969260495,0.0157278122735347,-0.0108384998572656,0.0105121926536249,-0.0266604390261403,0.0146698253872512,0.0148665272968425,0.0176564782967943,-0.0446659973621973,0.0420998163146226,0.00941821285083218,0.0318412193516697,-0.0027043629375742,0.00404893116170947,-0.0824247870983599,0.000416690579487101,0.0112969660148951,0.0597886393749069,0.0356833296114099,-0.0159586270382071,-0.00385561109729353,-0.00847850673583537,-0.00585887116664931,0.00785855332008251,0.00115541208307146,-0.0201033625273451,0.0352006708387544,-0.0014362344222507,-0.0071940454945711,0.00134151187339933,-0.0454695293818017,0.0303487867583913,0.0556299830637874,0.002640878576576,-0.0237392707664547,0.00380425260654278,-0.0368169980878274,-0.0261200277272027,0.0555074933309803,0.0213870627037322,-0.0153467793154888
1,-0.0143566426087371,-0.030192763334429,-0.010489466070899,-0.0132266613785352,0.0405649638417497,0.0380717562272753,0.00543807539080545,-0.0112826172613899,-0.0318663522896827,0.0119257363052797,-0.0255443805561704,0.0317068385707956,0.000947441418594038,-0.0343542169523893,-0.0284357467606529,-0.0217975545205356,-0.00301190234148557,0.00241653421442034,-0.00810932070560937,-0.0513915032805063,0.0112701189176738,0.0581234755760731,-0.00115601522752287,0.0513415225969093,0.0542496940048494,0.0332613186420325,0.0159913384174296,-0.0188021871915446,0.0264598456529648,-0.0100130032337647,-0.0176247150656659,-0.0497088101267175,0.00748444135725512,0.00329285478039965,0.00870766880243349,-0.0305041152060967,0.0394654113446768,-0.00684554605461817,-0.0167736887530962,-0.00259311542955142,-0.0204339153706258,0.0518735783718314,-0.0107967483125099,0.0621144488875547,-0.0138779950634868,0.00955956968380073,-0.0259342041760256,-0.0076336901217047,0.0198133987205828,0.0549445735576082
0,-0.00817616813621617,0.0340141756738368,0.0102090602205957,0.0207849938982649,0.0406262660610245,-0.0219909309146399,-0.0352876171479855,0.017714909050538,-0.0182247779239631,0.0169637629764558,0.0714834906142876,-0.018368736862372,-0.0152160257213648,0.0156912143874938,0.015016851723659,-0.0140547391060664,0.00669387573101771,-0.013547537685706,0.0229844076800531,0.0129428565349831,0.000438232646086485,-0.0177928928057154,0.0055822692042283,-0.008788052234042,-0.0328927483545978,-0.03364148005282,-0.0356992837368791,-0.045133804916767,0.0214745054669319,-0.0114930368813048,0.0201479423871148,0.0398948139310065,-0.0143494505102562,-0.0378955665309107,0.00886372490795381,-0.0371082344383048,-0.0571935027231777,0.00406009612914666,0.0404379750215375,0.0118629164901429,0.0521793342998489,-0.0356817880799198,-0.0272309780231037,-0.0599458707886926,0.0335172916562219,-0.0126614854562131,0.0238560301987033,0.0104787060101095,0.00630733712867112,0.0110384534718618
1,0.0227111901952229,0.0144338303027405,0.0211951737704863,0.0293718716132369,0.000186429367160872,0.033270964740294,-0.0237147582769019,-0.054156590196497,0.0333967917501264,-0.000366504482033677,0.0241767815643958,0.0221159170227033,0.0311341012016874,0.0070832744009948,-0.0123781795365188,-0.00516767124023964,0.0205366609439772,0.0259154914337125,-0.0235228565858587,0.00661966806515814,-0.031278166289703,-0.0134246041639241,0.0563828517050832,-0.0377204587407848,0.0266898843517615,-0.00563712231428992,0.00069185882557998,0.0370894439623261,0.00666055592222857,-0.0107206802322391,-0.0110715073856194,-0.0279830055068827,-0.00632931621187305,0.00768714478447975,-0.00368939105112412,0.0534195997853457,0.0486852167763964,0.021848539385664,0.00555748964632695,-0.00332510477402152,-0.00223157840170339,-0.0313970576785263,-0.0149062522051829,0.0134286333958481,0.0398140274122529,-0.0036868891368956,-0.0325341764921445,-0.00242816933247437,-0.0149185885434846,0.031407356848866
0,-0.0106415151532544,-0.0309684445571031,0.0158447478029166,-0.0019947936359355,-0.00647776539095182,0.00830389730482701,-0.052725942271034,-0.0176581250846496,-0.0370718198902327,0.033104637098563,-0.000207026791330787,-0.0306124717374482,0.000326268305269365,-0.00427277579672259,0.0171318508944027,0.0366528918577163,0.02039386472523,-0.0275096264859064,0.0444028694644418,-0.00940619784400172,-0.0114434726132399,-0.0143216697223876,0.0113134099845442,0.0513135291543592,0.0155250983776588,-0.0301980772734292,0.000232639014173799,0.00739345559244357,0.0276448354949651,0.0275500892836713,-0.0109552164820214,-0.029448387624088,-0.0457823716638398,-0.015727333338402,0.0131239871399918,0.00925282157600503,0.0133455786495362,-0.0143205337514418,-0.0170338751035356,-0.0154987750418461,0.00263163251875336,0.0240911332355689,-0.0390880135844255,-0.0122618103399786,-0.0270112742792692,-0.0471452627176802,0.0321953383333162,0.000337844912147697,0.0163662886335114,0.0240553131232832
1,-0.0342164982873104,0.0107120565799305,0.0313273091623658,0.00328741507596508,-0.0640628002607754,-0.00526836434730219,-0.00530326421224928,-0.000107615651683989,0.000134898422379889,-0.0141336138744684,-0.0411617252470728,0.0163896697339907,-0.00586927557451909,0.00963938060963846,0.0212997888473334,0.0219452756890112,0.0197748422912057,0.0268724634052199,-0.00775032800695418,0.00529325079657914,0.0302649816467032,0.0249727021268534,-0.0123267255703733,-0.00167762967815211,0.0079069784795226,-0.0396645360148276,0.0395132379476391,-0.000493995267367328,0.0218115964883688,-0.0473762618998493,-0.0292774369513047,0.0574380201261469,-0.00983844181549445,-0.0118068308204565,-0.00251838909724185,0.0351519633916451,-0.0163069819347995,-0.0426568095498136,0.0240847154512748,0.0297800182898245,-0.0203609987367348,-0.00875491460934984,0.0058944377009689,0.0275676641409897,-0.00268128102686045,0.022559044537183,-0.0248033588154498,0.0115885071075539,0.0070905811942358,-0.00330953101316067
0,0.0160688347142883,0.0135154132202303,0.00776340331989516,-0.0122388030705616,-0.0298042855230545,-0.0245114360667862,-0.0191511410202761,-0.0345804237304798,0.00414168897683908,-0.0423896932040385,0.00182630989735035,-0.0648727690957196,-0.023962476401995,-0.0227238387386444,-0.0434900599649379,0.026953922008495,-0.0068228503116413,0.0231745532594576,0.00716197411107434,-0.0314835082122419,0.027178788123268,0.00238873615156209,-0.0134073951610496,-0.0294356956268707,-0.013177532197179,-0.0123823225813686,-0.0360717786317926,-0.00710615290568586,-0.0122535838542527,-0.0307225627962233,-0.0547810666891842,0.0148032729387771,-0.010578522752359,-0.00500769148632775,-0.0422119704502684,0.01649197624006,0.0123375230307828,0.0221254269828532,-0.0447284242632596,0.00439520576036952,-0.0158048784525109,-0.00395116738106657,0.0557503686363273,0.00295604461596157,0.0336590493480662,0.0290597145440838,0.00355793704355862,-0.0404975426499472,-0.0435587547403043,0.0493731314374509
