"names","vals"
"Intercept",-1.95880087589374
"V1",4.85713966935873
"V2",2.8973182477057
"V3",3.87727787252516
"V4",2.29154143482447
"V5",3.14323373325169
"V6",4.26066207978874
"V7",1.35914346203208
"V8",3.15821416955441
"V9",3.97970308363438
"V10",4.96158487070352
"V11",4.59601364564151
"V12",1.51627068500966
"V13",2.38088937662542
"V14",2.4495949074626
"V15",3.23567239940166
"V16",2.36048264894634
"V17",3.91003774851561
"V18",3.51972707919776
"V19",1.82556982617825
"V20",2.38002282008529
"V21",2.7197557175532
"V22",4.60947793815285
"V23",2.28585874568671
"V24",2.80427074339241
"V25",2.45340220443904
"V26",2.74298959970474
"V27",3.00597131066024
"V28",1.49974604696035
"V29",4.94760928116739
"V30",2.90583132673055
"V31",4.1843129126355
"V32",2.6156437182799
"V33",4.47722778469324
"V34",1.35954141896218
"V35",4.83482901100069
"V36",3.63808044698089
"V37",1.70497515052557
"V38",2.16390876378864
"V39",4.27333266753703
"V40",4.06359036266804
"V41",2.30922531243414
"V42",4.95219865813851
"V43",2.39053145982325
"V44",1.34047136176378
"V45",1.13520461879671
"V46",2.52963263355196
"V47",1.27997522801161
"V48",3.2425601342693
"V49",3.19390098750591
"V50",2.48464681021869
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V89",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V95",0
"V96",0
"V97",0
"V98",0
"V99",0
"V100",0
