"names","vals"
"Intercept",-0.58328552377039
"V1",3.17511383444071
"V2",2.60292217507958
"V3",1.95533441565931
"V4",2.98911561630666
"V5",1.65384961850941
"V6",4.71189299039543
"V7",2.47338819596916
"V8",1.39248318597674
"V9",4.81316752545536
"V10",4.83560538478196
"V11",2.88570973277092
"V12",1.75799622666091
"V13",2.2898754812777
"V14",1.44337354879826
"V15",1.51467615552247
"V16",2.20745165552944
"V17",3.32668748032302
"V18",1.92360913567245
"V19",1.19471944496036
"V20",4.47783159743994
"V21",1.3479016404599
"V22",1.14117503166199
"V23",3.2299661943689
"V24",4.61363764293492
"V25",4.49433628562838
"V26",3.03765825554729
"V27",3.38665193039924
"V28",4.67040653899312
"V29",3.13379767164588
"V30",4.82201980985701
"V31",2.10404017753899
"V32",1.29363927058876
"V33",4.4549818970263
"V34",2.60464794468135
"V35",4.07204088568687
"V36",2.92534960620105
"V37",4.63869336433709
"V38",3.05918654985726
"V39",3.10312319546938
"V40",2.84242385160178
"V41",1.28802851680666
"V42",2.42423636186868
"V43",2.68721165880561
"V44",3.15267771668732
"V45",2.93707454111427
"V46",1.99677929282188
"V47",3.0035419780761
"V48",3.91595506016165
"V49",3.05962731968611
"V50",4.89035958610475
"V51",0
"V52",0
"V53",0
"V54",0
"V55",0
"V56",0
"V57",0
"V58",0
"V59",0
"V60",0
"V61",0
"V62",0
"V63",0
"V64",0
"V65",0
"V66",0
"V67",0
"V68",0
"V69",0
"V70",0
"V71",0
"V72",0
"V73",0
"V74",0
"V75",0
"V76",0
"V77",0
"V78",0
"V79",0
"V80",0
"V81",0
"V82",0
"V83",0
"V84",0
"V85",0
"V86",0
"V87",0
"V88",0
"V89",0
"V90",0
"V91",0
"V92",0
"V93",0
"V94",0
"V95",0
"V96",0
"V97",0
"V98",0
"V99",0
"V100",0
