"names","vals"
"Intercept",-71.5151865953952
"y",0.199091389309615
"V1",0.618286051787436
"V2",0.00688735279254615
"V3",0.899914779234678
"V4",0.970912801567465
"V5",0.36918936856091
"V6",0.643722410313785
"V7",0.148938426747918
"V8",0.148803178919479
"V9",0.550000266870484
"V10",0.911034538177773
"V11",0.9210802372545
"V12",0.207721927668899
"V13",0.442035962361842
"V14",0.0913814494851977
"V15",0.56505058449693
"V16",0.585299664642662
"V17",0.936246595345438
"V18",0.00970184989273548
"V19",0.707205401500687
"V20",0.86535981297493
"V21",0.310082155745476
"V22",0.137725885026157
"V23",0.510639761108905
"V24",0.764972638338804
"V25",0.0563304517418146
"V26",0.355068943230435
"V27",0.987211652798578
"V28",0.0246981077361852
"V29",0.153736657463014
"V30",0.428937995107844
"V31",0.811930669704452
"V32",0.111951092723757
"V33",0.737694586627185
"V34",0.649180808803067
"V35",0.0144069527741522
"V36",0.168033347465098
"V37",0.380285870051011
"V38",0.90857389755547
"V39",0.300975647987798
"V40",0.927688546013087
"V41",0.430072819115594
"V42",0.321459542494267
"V43",0.24364713463001
"V44",0.949567797593772
"V45",0.178259497508407
"V46",0.868774222908542
"V47",0.657811396289617
"V48",0.243958338629454
"V49",0.762277733301744
"V50",0.0683946558274329
"V51",2.89114677463658
"V52",0.120964064262807
"V53",0.892128529958427
"V54",3.17673481651582
"V55",3.38366898009554
"V56",4.91035614395514
"V57",0.0942920637317002
"V58",2.91068562306464
"V59",4.73952686181292
"V60",2.85823141573928
"V61",3.6961578077171
"V62",4.72682342748158
"V63",0.46545023447834
"V64",3.43503924901597
"V65",3.66720375837758
"V66",2.52481970121153
"V67",4.30797980632633
"V68",3.10250577749684
"V69",1.04265040485188
"V70",3.53240039199591
"V71",3.66357631632127
"V72",3.0700422078371
"V73",2.7046452043578
"V74",4.20031591434963
"V75",3.19210088695399
"V76",3.48022787715308
"V77",1.3371970038861
"V78",0.152345201931894
"V79",1.24960112036206
"V80",0.140588171780109
"V81",1.26105105504394
"V82",1.37339958106168
"V83",4.51584039721638
"V84",4.04809214291163
"V85",0.793697998160496
"V86",1.88344319001772
"V87",2.81524650985375
"V88",2.02508336515166
"V89",1.91701168427244
"V90",4.72958124708384
"V91",2.1558721375186
"V92",3.61243047867902
"V93",4.60848113405518
"V94",4.46955720777623
"V95",2.83644526498392
"V96",2.8247630642727
"V97",4.51066881767474
"V98",0.731449017766863
"V99",2.74904032237828
