"names","vals"
"Intercept",-15.2766651229844
"y",0.617538341786712
"V1",0.867567387642339
"V2",0.198736528400332
"V3",0.474008908495307
"V4",0.651303383987397
"V5",0.773087910376489
"V6",0.523183135315776
"V7",0.0960162717383355
"V8",0.567496284609661
"V9",0.334158938378096
"V10",4.73213742370717
"V11",3.4155311784707
"V12",1.35131934657693
"V13",0.188065910479054
"V14",2.2939015913289
"V15",2.31553966877982
"V16",0.119073329260573
"V17",2.56083160755225
"V18",3.83599370601587
"V19",3.96837110863999
