"names","vals"
"Intercept",-11.7466833759488
"y",0.503967612981796
"V1",0.72601948841475
"V2",0.612196497386321
"V3",0.482441739644855
"V4",0.749564298195764
"V5",0.416523774387315
"V6",0.874685841612518
"V7",0.599174305796623
"V8",0.216359399957582
"V9",0.0972680933773518
"V10",3.31092135747895
"V11",1.91883527091704
"V12",4.81300015933812
"V13",1.22419399791397
"V14",1.75467079738155
"V15",1.5553931647446
"V16",1.99809293495491
"V17",3.38494210620411
"V18",2.63505194336176
"V19",0.0446332932915539
