"names","vals"
"Intercept",-12.0045793988258
"y",0.175370373064652
"V1",0.41183607885614
"V2",0.757208624621853
"V3",0.611685722600669
"V4",0.657662719022483
"V5",0.0184532022103667
"V6",0.535962557652965
"V7",0.798133586533368
"V8",0.0847097497899085
"V9",0.844176824204624
"V10",0.946422296110541
"V11",0.715584696736187
"V12",1.74046601983719
"V13",4.22972270287573
"V14",4.57583995070308
"V15",4.56381084397435
"V16",3.57707009185106
"V17",2.47389621217735
"V18",1.34408040321432
"V19",1.26412850688212
