"names","vals"
"Intercept",-20.2332475564443
"y",0.973289400804788
"V1",0.802506663370878
"V2",0.277475092094392
"V3",0.466313534416258
"V4",0.869789122603834
"V5",0.757120831171051
"V6",0.0856411098502576
"V7",0.556079753674567
"V8",0.653426798060536
"V9",0.760653182165697
"V10",3.01605032756925
"V11",3.2046550011728
"V12",0.588471714872867
"V13",4.44621780887246
"V14",2.72360999137163
"V15",4.24262835993432
"V16",2.80701253097504
"V17",0.760708125308156
"V18",0.989961626473814
"V19",1.43106761272065
