"names","vals"
"Intercept",-78.5973694033346
"y",0.540145170642063
"V1",0.513063695514575
"V2",0.527757746865973
"V3",0.413944550557062
"V4",0.720262668794021
"V5",0.142507533077151
"V6",0.301839584717527
"V7",0.082128353882581
"V8",0.344414683058858
"V9",0.515980535419658
"V10",0.108786709839478
"V11",0.08712851209566
"V12",0.200297288363799
"V13",0.587592165218666
"V14",0.611296531045809
"V15",0.792049325536937
"V16",0.121848138747737
"V17",0.910504509927705
"V18",0.551394432317466
"V19",0.463046836899593
"V20",0.22140354453586
"V21",0.720068151131272
"V22",0.11367553845048
"V23",0.3853923920542
"V24",0.988289053784683
"V25",0.205103535903618
"V26",0.986709523480386
"V27",0.355903354939073
"V28",0.0681701323483139
"V29",0.420621138066053
"V30",0.773308507632464
"V31",0.66979575692676
"V32",0.767271592281759
"V33",0.0726954999845475
"V34",0.355459007667378
"V35",0.312815247569233
"V36",0.261641767341644
"V37",0.571777905570343
"V38",0.669898082735017
"V39",0.251588468207046
"V40",0.377638174919412
"V41",0.78587910416536
"V42",0.106383631238714
"V43",0.522064118646085
"V44",0.395207352470607
"V45",0.566498355707154
"V46",0.401739977300167
"V47",0.512941148597747
"V48",0.458508962066844
"V49",0.845203626202419
"V50",4.40907280193642
"V51",2.28467914974317
"V52",0.810353320557624
"V53",2.77406775625423
"V54",2.00516206328757
"V55",0.315265507670119
"V56",2.69372552400455
"V57",3.06816496537067
"V58",3.39630203437991
"V59",3.94401995232329
"V60",3.34546499769203
"V61",3.37159351678565
"V62",1.58262196462601
"V63",0.65056887222454
"V64",4.51382298953831
"V65",3.20253934594803
"V66",3.62112732953392
"V67",1.11057005473413
"V68",3.28669045236893
"V69",4.26774092833512
"V70",0.342513587092981
"V71",2.95294185518287
"V72",2.64509726664983
"V73",1.16793037275784
"V74",0.759480298729613
"V75",3.4910229453817
"V76",4.84432460507378
"V77",3.46311402739957
"V78",1.18760594865307
"V79",1.29057490732521
"V80",2.36245886655524
"V81",1.48116483003832
"V82",0.559875750914216
"V83",2.04928939347155
"V84",2.06776816165075
"V85",2.38015566254035
"V86",0.254514629486948
"V87",2.08233110024594
"V88",2.61580853140913
"V89",2.60755731491372
"V90",1.60866355523467
"V91",1.50328188785352
"V92",1.2156247405801
"V93",2.13278515613638
"V94",3.90602718223818
"V95",1.03705030633137
"V96",4.16642002644949
"V97",3.03118144511245
"V98",3.10542566119693
"V99",4.91613550111651
