"names","vals"
"Intercept",-77.2490839704189
"y",0.502386088948697
"V1",0.584108403651044
"V2",0.737783373100683
"V3",0.117559284437448
"V4",0.641516156494617
"V5",0.240376312984154
"V6",0.811339308973402
"V7",0.463417503517121
"V8",0.534724600613117
"V9",0.29956399765797
"V10",0.0805737669579685
"V11",0.316462017828599
"V12",0.987550158519298
"V13",0.0834708146285266
"V14",0.798301203176379
"V15",0.0841005798429251
"V16",0.933275979245082
"V17",0.942415771773085
"V18",0.700390384765342
"V19",0.139351426390931
"V20",0.0796300119254738
"V21",0.00922694383189082
"V22",0.0474839799571782
"V23",0.810009869514033
"V24",0.602926874766126
"V25",0.231492123799399
"V26",0.443119340809062
"V27",0.28674799669534
"V28",0.861167337745428
"V29",0.821886415360495
"V30",0.545104602118954
"V31",0.685594828799367
"V32",0.171414509182796
"V33",0.43470740201883
"V34",0.750668276799843
"V35",0.987586784409359
"V36",0.891638080123812
"V37",0.542880217311904
"V38",0.982083533657715
"V39",0.0750385927967727
"V40",0.74161907308735
"V41",0.740739301778376
"V42",0.590869140345603
"V43",0.417399088153616
"V44",0.0289372247643769
"V45",0.438363173045218
"V46",0.37630319269374
"V47",0.361884471029043
"V48",0.383674164069816
"V49",0.927664326271042
"V50",0.190007218625396
"V51",4.90140600944869
"V52",4.97534548048861
"V53",0.146206194767728
"V54",4.06696369638667
"V55",2.69766321172938
"V56",2.39241088624112
"V57",2.2990108828526
"V58",2.10290586925112
"V59",0.489102815045044
"V60",1.29860096494667
"V61",2.76070644031279
"V62",1.88298169989139
"V63",2.13348233490251
"V64",4.61100348853506
"V65",2.54264481482096
"V66",0.643365562427789
"V67",4.59761761710979
"V68",4.40979309030809
"V69",4.34623002423905
"V70",1.37752234819345
"V71",0.757747696479782
"V72",3.10255883610807
"V73",1.74913474475034
"V74",1.17274362943135
"V75",1.31473741377704
"V76",3.1565313145984
"V77",1.78153335931711
"V78",3.49056120496243
"V79",3.78981012501754
"V80",1.4041129196994
"V81",4.46401203866117
"V82",2.04566778731532
"V83",0.557888288749382
"V84",3.86235277401283
"V85",3.00093120196834
"V86",4.31799750542268
"V87",0.655574038391933
"V88",2.6674140826799
"V89",4.60544979316182
"V90",3.47548429621384
"V91",2.12426542886533
"V92",0.386540223844349
"V93",4.84618185204454
"V94",0.486099203117192
"V95",2.65284647815861
"V96",3.20203683688305
"V97",2.89130006101914
"V98",0.940742386737838
"V99",4.02596390107647
