"names","vals"
"Intercept",-60.2406708168336
"y",0.508487943792716
"V1",0.0256436695344746
"V2",0.52587013063021
"V3",0.268572971224785
"V4",0.784469038946554
"V5",0.615635055815801
"V6",0.0910411551594734
"V7",0.708301861770451
"V8",0.72555924882181
"V9",0.4682627604343
"V10",0.605476821772754
"V11",0.673006034223363
"V12",0.572859603678808
"V13",0.585242499597371
"V14",0.961196254938841
"V15",0.702635921072215
"V16",0.0385352622251958
"V17",0.852120094466954
"V18",0.686656480887905
"V19",0.369790371507406
"V20",0.446581419091672
"V21",0.080322696827352
"V22",0.737660897662863
"V23",0.896220962284133
"V24",0.200893370900303
"V25",0.603653195081279
"V26",0.807781093986705
"V27",0.665274241007864
"V28",0.891926592914388
"V29",0.6504462340381
"V30",0.723599344026297
"V31",0.860211855964735
"V32",0.00244823354296386
"V33",0.190100617008284
"V34",0.50952553935349
"V35",0.970522880088538
"V36",0.724675500532612
"V37",0.907767328666523
"V38",0.189077451592311
"V39",0.925807527266443
"V40",0.820565567584708
"V41",0.046656217193231
"V42",0.954275481402874
"V43",0.867290613707155
"V44",0.416534257819876
"V45",0.340040642768145
"V46",0.524240114958957
"V47",0.734389168210328
"V48",0.831840234110132
"V49",0.160316199297085
"V50",1.02074430673383
"V51",0.172802730230615
"V52",3.46290539484471
"V53",0.48169381218031
"V54",1.29764994839206
"V55",1.97104670573026
"V56",3.13266678946093
"V57",3.46685798256658
"V58",0.68567801383324
"V59",4.97340718167834
"V60",1.11032956512645
"V61",1.27531686797738
"V62",2.37465703277849
"V63",3.95021339645609
"V64",0.60074633336626
"V65",2.85376298823394
"V66",1.37329792021774
"V67",2.86534347687848
"V68",2.46765428455546
"V69",4.33874594396912
"V70",3.20263134432025
"V71",4.96954367379658
"V72",2.06723243696615
"V73",4.81247958145104
"V74",1.81004663696513
"V75",4.31390388985164
"V76",4.33670525322668
"V77",0.784237614134327
"V78",1.13907320075668
"V79",1.41924913157709
"V80",0.101481658639386
"V81",4.08711127471179
"V82",4.89084920263849
"V83",3.43518818961456
"V84",1.14750174689107
"V85",0.709326521027833
"V86",0.384569750167429
"V87",3.67396067944355
"V88",0.443821818334982
"V89",1.46460497519001
"V90",0.316558349877596
"V91",2.21498058293946
"V92",0.33779727993533
"V93",2.63502448797226
"V94",2.31389124761336
"V95",1.82756523485295
"V96",4.2286811186932
"V97",3.62096780678257
"V98",1.25295460573398
"V99",0.0450656015891582
